id,createTime,category,novelName,authorName,authorLevel,updateTime,wordCount,monthlyTicket,totalClick,status,completeTime
1,2024-11-18 03:51:22,都市,人在军中，我独自把所有技能加满,有种别瘦,Lv.1,2024-11-18 09:39:52,37087,10023,636058,连载,2024-11-17 12:00:00,,,,,,,,
2,2024-11-18 03:51:22,历史,重八家的傻儿子,禄青霜,Lv.4,2024-11-18 09:39:32,44381,17676,1058297,连载,2024-11-17 23:56:40,,,,,,,,
3,2024-11-18 03:51:22,历史,大明：开局请朱元璋退位,姜阿山小树,Lv.4,2024-11-18 11:46:14,41986,18040,1092081,连载,2024-11-18 11:31:00,,,,,,,,
4,2024-11-17 19:51:22,游戏,LOL：才16，让我晚年躺平？,归来已是宝爸,Lv.1,2024-11-18 09:09:27,20869,8865,375443,连载,2024-11-17 22:19:33,,,,,,,,
5,2024-11-17 03:51:22,玄幻,为师教你们的都是真东西啊,电击小子,Lv.5,2024-11-17 22:38:39,52687,17623,383066,连载,2024-11-17 22:24:05,,,,,,,,
6,2024-11-17 03:51:22,游戏,怪物来了,一刀斩斩斩,Lv.5,2024-11-18 09:19:52,69526,12570,374891,连载,2024-11-18 00:02:00,,,,,,,,
7,2024-11-15 03:51:22,玄幻,日夜游神,青山尽墨,Lv.1,2024-11-16 21:43:21,38697,8918,426826,连载,2024-11-16 21:28:56,,,,,,,,
8,2024-11-14 19:51:22,仙侠,从家族渔农到水德真仙,上班为了辞职,Lv.1,2024-11-18 05:39:10,31466,9700,407355,连载,2024-11-18 00:37:16,,,,,,,,
9,2024-11-14 03:51:22,仙侠,我在西游做神仙,憨憨道人,Lv.5,2024-11-18 09:08:43,67194,20136,462357,连载,2024-11-18 04:26:39,,,,,,,,
10,2024-11-14 03:51:22,历史,请娘子称我为陛下！,倦我生烦,Lv.1,2024-11-17 21:33:03,50729,21535,420256,连载,2024-11-16 23:57:36,,,,,,,,
11,2024-11-13 19:51:22,都市,都重生了谁还不养个妹妹,不欠儿,Lv.1,2024-11-18 14:08:24,44584,15441,389745,连载,2024-11-18 13:06:13,,,,,,,,
12,2024-11-13 03:51:22,历史,汉风烈烈起南洋,人到中年纸老虎,Lv.5,2024-11-17 22:43:10,39298,15750,2693537,连载,2024-11-17 22:23:10,,,,,,,,
13,2024-11-12 03:51:22,玄幻,修仙，我有一个高武世界,三五玄七,Lv.5,2024-11-17 12:09:36,46803,15931,760230,连载,2024-11-17 12:01:00,,,,,,,,
14,2024-11-12 03:51:22,玄幻,大玄第一侯,东床卧虎,Lv.1,2024-11-18 10:15:33,45347,14759,1067596,连载,2024-11-18 10:00:00,,,,,,,,
15,2024-11-12 03:51:22,诸天无限,死后变强：我在诸天世界作死不止,帅牛大人,Lv.3,2024-11-14 19:37:47,32030,8785,738051,连载,2024-11-14 19:28:03,,,,,,,,
16,2024-11-12 03:51:22,游戏,燃烬之龙,去码头整点馒头,Lv.4,2024-11-15 20:57:37,51103,17515,1600845,连载,2024-11-15 19:46:59,,,,,,,,
17,2024-11-12 03:51:22,仙侠,仙路至尊：我以持久驰名修仙界,披着马甲的羊羊羊,Lv.4,2024-11-17 20:39:15,101466,28467,2558694,连载,2024-11-17 20:09:22,,,,,,,,
18,2024-11-11 03:51:22,都市,我的半岛2007,懵懂的猪,Lv.1,2024-11-18 12:46:31,33061,9436,537066,连载,2024-11-18 12:15:00,,,,,,,,
19,2024-11-11 03:51:22,轻小说,人在妖尾，开局超极巨耿鬼,橙词滥调,Lv.1,2024-11-18 09:41:25,38797,12001,401363,连载,2024-11-17 22:18:02,,,,,,,,
20,2024-11-11 03:51:22,仙侠,我能识别万物，但信息是错的,萤火也是虫,Lv.1,2024-11-17 21:49:17,79545,15827,618680,连载,2024-11-17 00:02:00,,,,,,,,
21,2024-11-11 03:51:22,轻小说,从超古代开始的假面骑士,孟冬三月,Lv.4,2024-11-18 03:36:52,21982,8975,552140,连载,2024-11-18 02:14:36,,,,,,,,
22,2024-11-11 03:51:22,历史,吾父耶和华,千翅万瞳,Lv.2,2024-11-17 16:44:24,38132,11100,675683,连载,2024-11-17 15:29:17,,,,,,,,
23,2024-11-11 03:51:22,都市,我一个古董店长，会点法术很合理,长歌诉心,Lv.3,2024-11-17 23:15:26,37795,11835,901567,连载,2024-11-17 23:01:15,,,,,,,,
24,2024-11-10 03:51:22,玄幻,大帝世家穷养我？可我悟性逆天啊,作止语默,Lv.3,2024-11-18 04:38:28,19117,11741,446518,连载,2024-11-18 01:28:45,,,,,,,,
25,2024-11-10 03:51:22,都市,回到八零机械厂,腰子少放盐,Lv.4,2024-11-17 09:11:12,39784,10741,576220,连载,2024-11-17 08:40:00,,,,,,,,
26,2024-11-09 03:51:22,轻小说,人在战锤，求你别赞美哆啦万机神,犹格在码字,Lv.1,2024-11-18 09:33:20,37221,16256,398823,连载,2024-11-17 20:08:00,,,,,,,,
27,2024-11-09 03:51:22,诸天无限,贫道张三丰，请五大派赴死,我本拙计,Lv.4,2024-11-15 06:06:37,26765,14817,540956,连载,2024-11-15 04:30:01,,,,,,,,
28,2024-11-08 19:51:22,都市,塌房的我拿诺奖更火了,范喵喵的鱼,Lv.1,2024-11-17 23:15:35,22387,12206,356876,连载,2024-11-17 23:00:00,,,,,,,,
29,2024-11-08 03:51:22,仙侠,从满天赋开始修仙,失落叶,Lv.3,2024-11-17 20:11:13,81575,17545,1082782,连载,2024-11-17 20:00:00,,,,,,,,
30,2024-11-07 19:51:22,仙侠,肝出个大器晚成！,猪肉200斤,Lv.5,2024-11-18 09:36:52,25879,9427,512132,连载,2024-11-18 05:16:49,,,,,,,,
31,2024-11-07 19:51:22,奇幻,巫师秘旅,十园,Lv.5,2024-11-18 09:41:49,41155,10255,423128,连载,2024-11-17 23:59:25,,,,,,,,
32,2024-11-07 03:51:22,科幻,末世大洪水：女邻居上门借粮,平步庆云,Lv.5,2024-11-18 10:11:31,38777,15578,1057282,连载,2024-11-18 08:08:22,,,,,,,,
33,2024-11-07 03:51:22,轻小说,新世纪厨男战士,TheJinFu,Lv.1,2024-11-16 17:36:56,39079,8293,589993,连载,2024-11-16 17:22:59,,,,,,,,
34,2024-11-07 03:51:22,都市,华娱拯救意难平,大熊二熊,Lv.4,2024-11-16 03:37:54,48805,25564,2475458,连载,2024-11-16 02:54:57,,,,,,,,
35,2024-11-06 19:51:22,都市,过气的我没有格局,鲸鱼禅师,Lv.5,2024-11-17 15:37:01,43876,9762,428526,连载,2024-11-17 15:00:01,,,,,,,,
36,2024-11-06 03:51:22,诸天无限,大唐双龙：从飞刀术肝到刀开天门,龙巽,Lv.2,2024-11-18 09:23:32,34277,12461,439647,连载,2024-11-17 23:04:35,,,,,,,,
37,2024-11-06 03:51:22,历史,家父刘宏，我躺平了,丹千宇,Lv.1,2024-11-18 00:12:15,18363,9218,425132,连载,2024-11-18 00:01:03,,,,,,,,
38,2024-11-05 03:51:22,都市,人在北美，朝九晚五,咪秋Mua,Lv.1,2024-11-18 09:10:09,66070,16031,524359,连载,2024-11-17 23:32:48,,,,,,,,
39,2024-11-05 03:51:22,玄幻,推演万法：从人力车夫肝成大道君,来一块钱月光,Lv.5,2024-11-17 17:43:40,33772,11214,512837,连载,2024-11-17 17:12:01,,,,,,,,
40,2024-11-05 03:51:22,都市,道长：让你许愿，我没说帮你实现,饺子没馅,Lv.3,2024-11-18 11:37:43,41809,27095,978844,连载,2024-11-18 11:34:00,,,,,,,,
41,2024-11-05 03:51:22,都市,重生印度当警察,理理看,Lv.4,2024-11-15 14:38:48,57147,20426,1599825,连载,2024-11-15 14:04:27,,,,,,,,
42,2024-11-04 03:51:22,轻小说,怪猎：这条火龙有特性,忘记恰饭,Lv.2,2024-11-18 09:19:46,79344,38894,463922,连载,2024-11-18 01:50:42,,,,,,,,
43,2024-11-03 03:51:22,轻小说,遮天之开局成为气运之子,作家SQgxLt,Lv.1,2024-11-17 23:47:49,20754,9989,668055,连载,2024-11-17 23:32:44,,,,,,,,
44,2024-11-02 03:51:22,轻小说,我女友是大提琴家,七页情书,Lv.1,2024-11-18 09:08:14,42585,17307,447785,连载,2024-11-18 00:22:23,,,,,,,,
45,2024-11-02 03:51:22,都市,火红年代：从卡车司机开始,三斤面,Lv.1,2024-11-18 02:08:35,26921,11872,465314,连载,2024-11-18 01:11:40,,,,,,,,
46,2024-11-02 03:51:22,轻小说,木叶：三十岁的宇智波提不起劲,貓娘君,Lv.3,2024-11-03 01:14:28,58540,22263,1367729,连载,2024-11-03 00:38:40,,,,,,,,
47,2024-11-01 11:51:22,仙侠,不抽象不修仙,不是有意错字,Lv.5,2024-11-02 07:39:24,46963,11451,370025,连载,2024-11-02 06:30:00,,,,,,,,
48,2024-11-01 11:51:22,诸天无限,同时穿越：全是地狱难度,虚构史学真菌,Lv.1,2024-11-17 16:47:21,34639,11980,417149,连载,2024-11-17 15:30:21,,,,,,,,
49,2024-11-01 03:51:22,仙侠,长生：从种田刷新词条开始,白发谈笑生,Lv.3,2024-11-17 19:36:34,35699,11716,1097156,连载,2024-11-17 19:22:17,,,,,,,,
50,2024-10-31 19:51:22,都市,互联网时代，谁还做传统游戏？,达尔文动物园,Lv.4,2024-11-18 12:08:03,59332,23134,511972,连载,2024-11-18 12:03:00,,,,,,,,
51,2024-10-31 03:51:22,游戏,LOL：都转经理了，系统你才来,青石子,Lv.5,2024-11-18 11:08:29,28335,14365,457440,连载,2024-11-18 09:56:33,,,,,,,,
52,2024-10-31 03:51:22,都市,什么金盆洗手，我又不是龙头大佬,凌晨吃早茶,Lv.1,2024-11-16 21:25:05,88363,30951,435102,连载,2024-11-16 19:12:26,,,,,,,,
53,2024-10-31 03:51:22,历史,保守派的我，怒斥嬴政太保守,皮卡丘梦蝶,Lv.2,2024-11-16 00:15:13,57166,15250,585531,连载,2024-11-16 00:01:28,,,,,,,,
54,2024-10-30 11:51:22,玄幻,守序暴君,不在意中人,Lv.5,2024-11-18 12:45:08,164073,59463,551714,连载,2024-11-18 12:05:40,,,,,,,,
55,2024-10-30 03:51:22,科幻,背靠九级文明，让我信电子神明？,陈二懒,Lv.4,2024-11-17 22:45:31,57308,15812,1777248,连载,2024-11-17 21:28:08,,,,,,,,
56,2024-10-29 19:51:22,都市,日常系综影：我的超能力每季刷新,青丝回眸,Lv.4,2024-11-18 12:07:55,40258,14604,571717,连载,2024-11-18 12:04:00,,,,,,,,
57,2024-10-29 19:51:22,轻小说,融合是最高贵的召唤方式！,杯面21,Lv.1,2024-11-18 09:41:29,37864,14234,535405,连载,2024-11-17 23:30:24,,,,,,,,
58,2024-10-29 19:51:22,仙侠,全民修行：前面的剑修，你超速了,阿玖未,Lv.1,2024-11-17 22:40:30,118221,31022,502545,连载,2024-11-17 22:27:08,,,,,,,,
59,2024-10-29 03:51:22,轻小说,白蛇：我本剑仙,仙迩,Lv.1,2024-10-31 18:44:58,64429,14418,371898,连载,2024-10-31 18:26:14,,,,,,,,
60,2024-10-29 03:51:22,轻小说,从战锤开始劫掠诸天,52赫兹星人,Lv.2,2024-11-15 18:44:28,22078,10627,784913,连载,2024-11-15 18:31:50,,,,,,,,
61,2024-10-28 03:51:22,都市,技能无冷却？我化身亡灵天灾！,寨子的明星,Lv.2,2024-11-16 15:09:03,79202,13599,358202,连载,2024-11-16 14:56:00,,,,,,,,
62,2024-10-27 19:51:22,游戏,刚准备打职业，老登逆袭系统来了,绝望从小很绝望,Lv.5,2024-11-18 09:44:25,25266,12967,550029,连载,2024-11-17 22:06:53,,,,,,,,
63,2024-10-27 03:51:22,玄幻,我的人籍岌岌可危,布丁超可爱,Lv.4,2024-11-05 23:09:36,47969,12982,690123,连载,2024-11-05 22:54:25,,,,,,,,
64,2024-10-27 03:51:22,轻小说,异世界宗教胜利居然如此简单？,大斗猫,Lv.3,2024-11-17 14:42:19,64258,12737,1146496,连载,2024-11-17 14:33:55,,,,,,,,
65,2024-10-27 03:51:22,历史,眉山苏氏，苏允最贤,墙头上的猫1,Lv.4,2024-11-18 14:09:50,35705,12414,582085,连载,2024-11-18 12:17:58,,,,,,,,
66,2024-10-26 03:51:22,轻小说,霍格沃兹的渡鸦使者,月色好美啊,Lv.1,2024-11-18 09:21:41,75150,38591,547767,连载,2024-11-17 20:27:51,,,,,,,,
67,2024-10-26 03:51:22,奇幻,圣女来时不纳粮,稚嫩小菠萝,Lv.4,2024-11-18 10:16:31,66127,13736,1550304,连载,2024-11-18 03:02:54,,,,,,,,
68,2024-10-26 03:51:22,仙侠,稳健修仙，整个修仙界都是我家,山人有妙计,Lv.5,2024-11-09 15:36:48,87721,24172,3963045,连载,2024-11-09 13:31:41,,,,,,,,
69,2024-10-25 03:51:22,仙侠,让你攻略低武世界，西游什么鬼？,右手的鱼,Lv.5,2024-11-17 21:53:05,159088,40789,560192,连载,2024-11-17 21:09:00,,,,,,,,
70,2024-10-24 03:51:22,仙侠,从劈柴开始了悟万法,早点睡早点起,Lv.4,2024-11-17 23:40:00,48707,16179,1351882,连载,2024-11-17 23:32:00,,,,,,,,
71,2024-10-23 19:51:22,轻小说,金龙：帝国六千年,十乘六龙,Lv.1,2024-11-18 12:42:04,34577,14711,607622,连载,2024-11-18 12:25:27,,,,,,,,
72,2024-10-23 03:51:22,历史,复山河,新海月1,Lv.5,2024-11-15 05:41:19,48880,12460,484974,连载,2024-11-15 02:18:07,,,,,,,,
73,2024-10-22 03:51:22,玄幻,从搜山降魔开始成神,心宇卿卿,Lv.2,2024-11-16 23:13:55,47535,15232,699381,连载,2024-11-16 23:04:46,,,,,,,,
74,2024-10-22 03:51:22,都市,这个明星只想加钱,践行践远,Lv.5,2024-11-13 21:20:12,97464,30934,477706,连载,2024-11-12 23:53:09,,,,,,,,
75,2024-10-22 03:51:22,科幻,星界蚁族,千里送一血,Lv.5,2024-11-17 22:13:35,77886,18423,3673630,连载,2024-11-17 21:00:00,,,,,,,,
76,2024-10-21 19:51:22,奇幻,带着MC系统到中土,无光雨,Lv.3,2024-11-18 14:36:32,84711,33444,510030,连载,2024-11-18 12:01:00,,,,,,,,
77,2024-10-21 03:51:22,体育,从阿森纳开始肝成球神,沐摇听海,Lv.1,2024-11-18 09:30:33,49366,24983,825056,连载,2024-11-17 23:27:45,,,,,,,,
78,2024-10-21 03:51:22,玄幻,神级异能你不要，你选最差天赋？,麻辣榴莲,Lv.5,2024-11-18 09:41:33,65929,20835,502514,连载,2024-11-17 23:38:39,,,,,,,,
79,2024-10-21 03:51:22,历史,中兴大汉，要从董卓做起,一天写三章,Lv.4,2024-11-18 12:38:07,44743,18628,1618295,连载,2024-11-18 12:00:00,,,,,,,,
80,2024-10-20 19:51:22,玄幻,幕后黑手：我的词条邪到发癫,坟头老树,Lv.3,2024-11-17 17:10:10,71297,17684,534199,连载,2024-11-17 16:17:32,,,,,,,,
81,2024-10-20 03:51:22,游戏,CS：才16岁，让我老登逆袭？,地精咖啡,Lv.5,2024-11-18 09:27:43,94676,44862,638938,连载,2024-11-17 22:01:56,,,,,,,,
